region	chr	midPos	Nsites
(6043867,6055347)(15750000,15797465)(15750000,15800000)	Chr01	15775000	11482	0.098136
(6055348,6058628)(15807711,15848831)(15800000,15850000)	Chr01	15825000	3282	0.168719
(6058629,6067424)(15856810,15899603)(15850000,15900000)	Chr01	15875000	8797	0.132549
(6067425,6088734)(15901109,15942450)(15900000,15950000)	Chr01	15925000	21311	0.095029
(6088735,6105384)(15951483,15999999)(15950000,16000000)	Chr01	15975000	16651	0.258147
(6105385,6113975)(16000000,16049999)(16000000,16050000)	Chr01	16025000	8592	0.167707
(6113976,6127003)(16050000,16097027)(16050000,16100000)	Chr01	16075000	13029	0.239226
(6127004,6139728)(16101722,16147770)(16100000,16150000)	Chr01	16125000	12726	0.135235
(6139729,6155663)(16151039,16199211)(16150000,16200000)	Chr01	16175000	15936	0.282300
(6155664,6167683)(16203115,16249999)(16200000,16250000)	Chr01	16225000	12021	0.503381
(6167684,6191611)(16250000,16299999)(16250000,16300000)	Chr01	16275000	23929	0.195125
(6191612,6200810)(16300000,16347552)(16300000,16350000)	Chr01	16325000	9200	0.204008
(6200811,6208158)(16360559,16399863)(16350000,16400000)	Chr01	16375000	7349	0.201002
(6208159,6226464)(16400036,16447130)(16400000,16450000)	Chr01	16425000	18307	0.228319
(6226465,6244246)(16451288,16499999)(16450000,16500000)	Chr01	16475000	17783	0.290791
(6244247,6254427)(16500000,16549370)(16500000,16550000)	Chr01	16525000	10182	0.334949
(6254428,6258663)(16550267,16596859)(16550000,16600000)	Chr01	16575000	4237	0.198789
(6258664,6266594)(16602016,16649865)(16600000,16650000)	Chr01	16625000	7932	0.093912
(6266595,6276518)(16650033,16699999)(16650000,16700000)	Chr01	16675000	9925	0.160576
(6276519,6284605)(16700000,16736265)(16700000,16750000)	Chr01	16725000	8088	0.126097
(6284606,6288421)(16750702,16788816)(16750000,16800000)	Chr01	16775000	3817	0.202149
(6288422,6301930)(16814657,16849601)(16800000,16850000)	Chr01	16825000	13510	0.204319
(6301931,6312960)(16853554,16899428)(16850000,16900000)	Chr01	16875000	11031	0.071043
(6312961,6324533)(16904869,16948801)(16900000,16950000)	Chr01	16925000	11574	0.151427
(6324534,6329451)(16953815,16999270)(16950000,17000000)	Chr01	16975000	4919	0.141955
(6329452,6336775)(17021638,17041759)(17000000,17050000)	Chr01	17025000	7325	0.141991
(6336776,6345524)(17055427,17092243)(17050000,17100000)	Chr01	17075000	8750	0.164830
(6345525,6356002)(17118106,17149999)(17100000,17150000)	Chr01	17125000	10479	0.173474
(6356003,6366451)(17150000,17198273)(17150000,17200000)	Chr01	17175000	10450	0.224562
(6366452,6372303)(17206646,17242901)(17200000,17250000)	Chr01	17225000	5853	0.178881
(6372304,6383174)(17260062,17299604)(17250000,17300000)	Chr01	17275000	10872	0.164624
(6383175,6388250)(17310415,17334128)(17300000,17350000)	Chr01	17325000	5077	0.372822
(6388251,6393368)(17351597,17388768)(17350000,17400000)	Chr01	17375000	5119	0.220668
(6393369,6397953)(17403098,17446827)(17400000,17450000)	Chr01	17425000	4586	0.220615
(6397954,6402580)(17452068,17499978)(17450000,17500000)	Chr01	17475000	4628	0.255921
(6402581,6418039)(17500015,17535564)(17500000,17550000)	Chr01	17525000	15460	0.319212
(6418040,6425363)(17556642,17591823)(17550000,17600000)	Chr01	17575000	7325	0.146000
(6425364,6435828)(17601429,17649907)(17600000,17650000)	Chr01	17625000	10466	0.173484
(6435829,6446638)(17650369,17699999)(17650000,17700000)	Chr01	17675000	10811	0.129706
(6446639,6458783)(17700000,17748767)(17700000,17750000)	Chr01	17725000	12146	0.182708
(6458784,6463281)(17756941,17794348)(17750000,17800000)	Chr01	17775000	4499	0.113866
(6463282,6465161)(17805386,17846353)(17800000,17850000)	Chr01	17825000	1881	0.118613
(6465162,6465722)(17851872,17863439)(17850000,17900000)	Chr01	17875000	562	0.149905
(6465723,6465825)(17934845,17935694)(17900000,17950000)	Chr01	17925000	104	0.268323
(6465826,6466224)(17957383,17976690)(17950000,18000000)	Chr01	17975000	400	0.189134
(6466225,6466606)(18067356,18082098)(18050000,18100000)	Chr01	18075000	383	0.132016
(6466607,6467114)(18130528,18145070)(18100000,18150000)	Chr01	18125000	509	0.065042
(6467115,6468052)(18150946,18173386)(18150000,18200000)	Chr01	18175000	939	0.132768
(6468053,6474955)(18206736,18244969)(18200000,18250000)	Chr01	18225000	6904	0.178545
(6474956,6475578)(18279360,18292789)(18250000,18300000)	Chr01	18275000	624	0.076344
(6475579,6479202)(18310725,18338632)(18300000,18350000)	Chr01	18325000	3625	0.210966
(6479203,6480119)(18396173,18399802)(18350000,18400000)	Chr01	18375000	918	0.118838
(6480120,6482753)(18416748,18439017)(18400000,18450000)	Chr01	18425000	2635	0.136656
(6482754,6483268)(18469955,18474495)(18450000,18500000)	Chr01	18475000	516	0.109831
(6483269,6484190)(18511687,18544347)(18500000,18550000)	Chr01	18525000	923	0.125445
(6484191,6484318)(18571107,18571241)(18550000,18600000)	Chr01	18575000	129	0.203084
(6484319,6487518)(18610245,18613904)(18600000,18650000)	Chr01	18625000	3201	0.113971
(6487519,6496203)(18680794,18699999)(18650000,18700000)	Chr01	18675000	8686	0.187227
(6496204,6498472)(18700000,18749606)(18700000,18750000)	Chr01	18725000	2270	0.123084
(6498473,6505097)(18753535,18796243)(18750000,18800000)	Chr01	18775000	6626	0.138129
(6505098,6506146)(18886936,18899999)(18850000,18900000)	Chr01	18875000	1050	0.125281
(6506147,6514096)(18900000,18949999)(18900000,18950000)	Chr01	18925000	7951	0.221434
(6514097,6525803)(18950048,18999912)(18950000,19000000)	Chr01	18975000	11708	0.163572
(6525804,6542621)(19001030,19037863)(19000000,19050000)	Chr01	19025000	16819	0.297523
(6542622,6551940)(19052463,19073275)(19050000,19100000)	Chr01	19075000	9320	0.323926
(6551941,6559773)(19104252,19120715)(19100000,19150000)	Chr01	19125000	7834	0.326835
(6559774,6567729)(19162852,19192748)(19150000,19200000)	Chr01	19175000	7957	0.194508
(6567730,6581903)(19207236,19249910)(19200000,19250000)	Chr01	19225000	14175	0.199548
(6581904,6599262)(19250314,19288345)(19250000,19300000)	Chr01	19275000	17360	0.114899
(6599263,6612637)(19351409,19383151)(19350000,19400000)	Chr01	19375000	13376	0.221211
(6612638,6630467)(19450207,19499999)(19450000,19500000)	Chr01	19475000	17831	0.222301
(6630468,6631479)(19500000,19548183)(19500000,19550000)	Chr01	19525000	1013	0.193790
(6631480,6651734)(19552068,19598243)(19550000,19600000)	Chr01	19575000	20256	0.131107
(6651735,6657282)(19601831,19643521)(19600000,19650000)	Chr01	19625000	5549	0.187668
(6657283,6670123)(19670294,19697669)(19650000,19700000)	Chr01	19675000	12842	0.077060
(6670124,6680974)(19700910,19749430)(19700000,19750000)	Chr01	19725000	10852	0.162358
(6680975,6701666)(19750462,19787438)(19750000,19800000)	Chr01	19775000	20693	0.206307
(6701667,6706858)(19806585,19838620)(19800000,19850000)	Chr01	19825000	5193	0.189319
(6706859,6707247)(19852108,19877601)(19850000,19900000)	Chr01	19875000	390	0.039399
(6707248,6707781)(19902557,19945118)(19900000,19950000)	Chr01	19925000	535	0.160382
(6707782,6709299)(19952036,19963175)(19950000,20000000)	Chr01	19975000	1519	0.168192
(6709300,6709563)(20034653,20036431)(20000000,20050000)	Chr01	20025000	265	0.262019
(6709564,6710880)(20050750,20088344)(20050000,20100000)	Chr01	20075000	1318	0.167665
(6710881,6711286)(20117098,20143293)(20100000,20150000)	Chr01	20125000	407	0.080997
(6711287,6711772)(20165665,20198986)(20150000,20200000)	Chr01	20175000	487	0.145318
(6711773,6721214)(20220713,20249996)(20200000,20250000)	Chr01	20225000	9443	0.180514
(6721215,6730864)(20250000,20276529)(20250000,20300000)	Chr01	20275000	9651	0.134693
(6730865,6742919)(20300385,20347941)(20300000,20350000)	Chr01	20325000	12056	0.231654
(6742920,6755860)(20350091,20399090)(20350000,20400000)	Chr01	20375000	12942	0.463064
(6755861,6768742)(20401105,20446239)(20400000,20450000)	Chr01	20425000	12883	0.437804
(6768743,6784509)(20453738,20493121)(20450000,20500000)	Chr01	20475000	15768	0.267393
(6784510,6799430)(20504545,20549999)(20500000,20550000)	Chr01	20525000	14922	0.331348
(6799431,6815493)(20550000,20599999)(20550000,20600000)	Chr01	20575000	16064	0.260246
(6815494,6822007)(20600000,20646445)(20600000,20650000)	Chr01	20625000	6515	0.250755
(6822008,6833604)(20650524,20699999)(20650000,20700000)	Chr01	20675000	11598	0.363231
(6833605,6842716)(20700000,20745670)(20700000,20750000)	Chr01	20725000	9113	0.300095
(6842717,6862395)(20750639,20794190)(20750000,20800000)	Chr01	20775000	19680	0.213399
(6862396,6867563)(20816818,20836308)(20800000,20850000)	Chr01	20825000	5169	0.227782
(6867564,6876296)(20855035,20899999)(20850000,20900000)	Chr01	20875000	8734	0.241223
(6876297,6892672)(20900000,20949999)(20900000,20950000)	Chr01	20925000	16377	0.126736
(6892673,6905849)(20950000,20991187)(20950000,21000000)	Chr01	20975000	13178	0.130940
(6905850,6916718)(21013668,21049999)(21000000,21050000)	Chr01	21025000	10870	0.170276
(6916719,6941144)(21050000,21097793)(21050000,21100000)	Chr01	21075000	24427	0.313036
(6941145,6956060)(21110374,21149999)(21100000,21150000)	Chr01	21125000	14917	0.191853
(6956061,6979497)(21150000,21199999)(21150000,21200000)	Chr01	21175000	23438	0.242304
(6979498,6989632)(21200000,21249999)(21200000,21250000)	Chr01	21225000	10136	0.174312
(6989633,6994787)(21250000,21286239)(21250000,21300000)	Chr01	21275000	5156	0.213880
(6994788,6996481)(21308231,21327851)(21300000,21350000)	Chr01	21325000	1695	0.100400
(6996482,7010264)(21365657,21399803)(21350000,21400000)	Chr01	21375000	13784	0.182930
(7010265,7020844)(21403696,21449887)(21400000,21450000)	Chr01	21425000	10581	0.246348
(7020845,7042070)(21450007,21495393)(21450000,21500000)	Chr01	21475000	21227	0.174114
(7042071,7042453)(21508097,21549287)(21500000,21550000)	Chr01	21525000	384	0.205965
(7042454,7045196)(21550350,21596520)(21550000,21600000)	Chr01	21575000	2744	0.176097
(7045197,7053966)(21609887,21649540)(21600000,21650000)	Chr01	21625000	8771	0.135698
(7053967,7075311)(21652043,21699708)(21650000,21700000)	Chr01	21675000	21346	0.209816
(7075312,7088025)(21701861,21740036)(21700000,21750000)	Chr01	21725000	12715	0.193342
(7088026,7108096)(21758997,21799959)(21750000,21800000)	Chr01	21775000	20072	0.220764
(7108097,7123647)(21800090,21849900)(21800000,21850000)	Chr01	21825000	15552	0.132952
(7123648,7145340)(21850273,21899518)(21850000,21900000)	Chr01	21875000	21694	0.346944
(7145341,7148639)(21900091,21942098)(21900000,21950000)	Chr01	21925000	3300	0.453308
(7148640,7160858)(21950379,21999876)(21950000,22000000)	Chr01	21975000	12220	0.496013
(7160859,7170575)(22000115,22041077)(22000000,22050000)	Chr01	22025000	9718	0.294361
(7170576,7174474)(22053997,22098244)(22050000,22100000)	Chr01	22075000	3900	0.252693
(7174475,7185574)(22101808,22149694)(22100000,22150000)	Chr01	22125000	11101	0.281467
(7185575,7187962)(22150690,22191191)(22150000,22200000)	Chr01	22175000	2389	0.187395
(7187963,7193373)(22215991,22238214)(22200000,22250000)	Chr01	22225000	5412	0.172730
(7193374,7195667)(22253311,22288825)(22250000,22300000)	Chr01	22275000	2295	0.246618
(7195668,7198529)(22309738,22349469)(22300000,22350000)	Chr01	22325000	2863	0.210295
(7198530,7214902)(22354459,22399999)(22350000,22400000)	Chr01	22375000	16374	0.343624
(7214903,7227507)(22400000,22440474)(22400000,22450000)	Chr01	22425000	12606	0.328528
(7227508,7234453)(22450811,22493886)(22450000,22500000)	Chr01	22475000	6947	0.326260
(7234454,7251309)(22500410,22548311)(22500000,22550000)	Chr01	22525000	16857	0.263534
(7251310,7277510)(22550299,22599999)(22550000,22600000)	Chr01	22575000	26202	0.152097
(7277511,7293359)(22600000,22649986)(22600000,22650000)	Chr01	22625000	15850	0.130473
(7293360,7299439)(22650420,22698113)(22650000,22700000)	Chr01	22675000	6081	0.092150
(7299440,7300114)(22723384,22746593)(22700000,22750000)	Chr01	22725000	676	0.163399
(7300115,7302847)(22753486,22790171)(22750000,22800000)	Chr01	22775000	2734	0.129453
(7302848,7304560)(22819695,22843953)(22800000,22850000)	Chr01	22825000	1714	0.110575
(7304561,7307448)(22862924,22889289)(22850000,22900000)	Chr01	22875000	2889	0.103254
(7307449,7308559)(22919527,22945320)(22900000,22950000)	Chr01	22925000	1112	0.229698
(7308560,7310655)(22980435,22999612)(22950000,23000000)	Chr01	22975000	2097	0.069875
(7310656,7326116)(23011322,23049999)(23000000,23050000)	Chr01	23025000	15462	0.160047
(7326117,7345516)(23050000,23099999)(23050000,23100000)	Chr01	23075000	19401	0.168119
(7345517,7351095)(23100000,23146201)(23100000,23150000)	Chr01	23125000	5580	0.120862
(7351096,7354529)(23151373,23195627)(23150000,23200000)	Chr01	23175000	3435	0.063649
(7354530,7354882)(23203032,23231733)(23200000,23250000)	Chr01	23225000	354	0.116832
(7354883,7357939)(23261440,23285366)(23250000,23300000)	Chr01	23275000	3058	0.174941
(7357940,7359581)(23300941,23349097)(23300000,23350000)	Chr01	23325000	1643	0.136417
(7359582,7361446)(23356302,23392759)(23350000,23400000)	Chr01	23375000	1866	0.123855
(7361447,7362052)(23425536,23428675)(23400000,23450000)	Chr01	23425000	607	0.183028
(7362053,7375140)(23453297,23499999)(23450000,23500000)	Chr01	23475000	13089	0.253431
(7375141,7383092)(23500000,23519806)(23500000,23550000)	Chr01	23525000	7953	0.290493
(7383093,7407413)(23554517,23599999)(23550000,23600000)	Chr01	23575000	24322	0.259534
(7407414,7420337)(23600000,23649081)(23600000,23650000)	Chr01	23625000	12925	0.342523
(7420338,7423518)(23650559,23699432)(23650000,23700000)	Chr01	23675000	3182	0.263144
(7423519,7425296)(23701571,23724995)(23700000,23750000)	Chr01	23725000	1779	0.185280
(7425297,7429900)(23769153,23796674)(23750000,23800000)	Chr01	23775000	4605	0.238061
(7429901,7434274)(23802385,23849999)(23800000,23850000)	Chr01	23825000	4375	0.332084
(7434275,7445944)(23850000,23894222)(23850000,23900000)	Chr01	23875000	11671	0.421386
(7445945,7446625)(23900926,23904671)(23900000,23950000)	Chr01	23925000	682	0.330671
(7446626,7455035)(23956821,23999999)(23950000,24000000)	Chr01	23975000	8411	0.255171
(7455036,7468374)(24000000,24049729)(24000000,24050000)	Chr01	24025000	13340	0.126658
(7468375,7474247)(24051189,24099505)(24050000,24100000)	Chr01	24075000	5874	0.234988
(7474248,7488473)(24100510,24149999)(24100000,24150000)	Chr01	24125000	14227	0.210022
(7488474,7508413)(24150000,24199919)(24150000,24200000)	Chr01	24175000	19941	0.285427
(7508414,7530135)(24200017,24247657)(24200000,24250000)	Chr01	24225000	21723	0.309083
(7530136,7541930)(24263315,24299999)(24250000,24300000)	Chr01	24275000	11796	0.241298
(7541931,7557472)(24300000,24349176)(24300000,24350000)	Chr01	24325000	15543	0.258460
(7557473,7563934)(24351404,24399999)(24350000,24400000)	Chr01	24375000	6463	0.245688
(7563935,7571149)(24400000,24448765)(24400000,24450000)	Chr01	24425000	7216	0.230249
(7571150,7583312)(24450710,24495916)(24450000,24500000)	Chr01	24475000	12164	0.210775
(7583313,7604242)(24500878,24544730)(24500000,24550000)	Chr01	24525000	20931	0.284960
(7604243,7622685)(24551057,24598774)(24550000,24600000)	Chr01	24575000	18444	0.168893
(7622686,7646367)(24605834,24644239)(24600000,24650000)	Chr01	24625000	23683	0.357039
(7646368,7667674)(24650841,24697204)(24650000,24700000)	Chr01	24675000	21308	0.337850
(7667675,7683536)(24700323,24749894)(24700000,24750000)	Chr01	24725000	15863	0.320212
(7683537,7698032)(24750327,24798444)(24750000,24800000)	Chr01	24775000	14497	0.326114
(7698033,7720335)(24802624,24849999)(24800000,24850000)	Chr01	24825000	22304	0.127877
(7720336,7731146)(24850000,24880711)(24850000,24900000)	Chr01	24875000	10812	0.124676
(7731147,7747928)(24902324,24949999)(24900000,24950000)	Chr01	24925000	16783	0.200859
(7747929,7767330)(24950000,24999999)(24950000,25000000)	Chr01	24975000	19403	0.276754
(7767331,7783214)(25000000,25049955)(25000000,25050000)	Chr01	25025000	15885	0.208592
(7783215,7796999)(25050001,25099999)(25050000,25100000)	Chr01	25075000	13786	0.201471
(7797000,7810015)(25100000,25149999)(25100000,25150000)	Chr01	25125000	13017	0.131072
(7810016,7823266)(25150000,25192470)(25150000,25200000)	Chr01	25175000	13252	0.152086
(7823267,7835579)(25205116,25242812)(25200000,25250000)	Chr01	25225000	12314	0.176072
(7835580,7848769)(25251775,25290779)(25250000,25300000)	Chr01	25275000	13191	0.124507
(7848770,7861244)(25300168,25349999)(25300000,25350000)	Chr01	25325000	12476	0.179652
(7861245,7878118)(25350000,25399999)(25350000,25400000)	Chr01	25375000	16875	0.127229
(7878119,7888053)(25400000,25449999)(25400000,25450000)	Chr01	25425000	9936	0.196352
(7888054,7907363)(25450000,25498261)(25450000,25500000)	Chr01	25475000	19311	0.218774
(7907364,7919893)(25502187,25549999)(25500000,25550000)	Chr01	25525000	12531	0.094873
(7919894,7937961)(25550000,25599921)(25550000,25600000)	Chr01	25575000	18069	0.156641
(7937962,7957064)(25602683,25647240)(25600000,25650000)	Chr01	25625000	19104	0.128609
(7957065,7980641)(25655561,25699782)(25650000,25700000)	Chr01	25675000	23578	0.273203
(7980642,8011196)(25700211,25747869)(25700000,25750000)	Chr01	25725000	30556	0.176448
(8011197,8036601)(25750698,25798360)(25750000,25800000)	Chr01	25775000	25406	0.130475
(8036602,8052687)(25800347,25847090)(25800000,25850000)	Chr01	25825000	16087	0.220073
(8052688,8076437)(25850148,25899968)(25850000,25900000)	Chr01	25875000	23751	0.214750
(8076438,8096738)(25900116,25949626)(25900000,25950000)	Chr01	25925000	20302	0.190057
(8096739,8108910)(25951734,25999999)(25950000,26000000)	Chr01	25975000	12173	0.152483
(8108911,8118319)(26000000,26049546)(26000000,26050000)	Chr01	26025000	9410	0.136124
(8118320,8137094)(26050692,26099999)(26050000,26100000)	Chr01	26075000	18776	0.238405
(8137095,8149260)(26100000,26141468)(26100000,26150000)	Chr01	26125000	12167	0.260413
(8149261,8168436)(26152168,26199999)(26150000,26200000)	Chr01	26175000	19177	0.160056
(8168437,8182328)(26200000,26249999)(26200000,26250000)	Chr01	26225000	13893	0.282409
(8182329,8197892)(26250000,26299697)(26250000,26300000)	Chr01	26275000	15565	0.271475
(8197893,8221662)(26300824,26348948)(26300000,26350000)	Chr01	26325000	23771	0.317896
(8221663,8243470)(26350803,26397868)(26350000,26400000)	Chr01	26375000	21809	0.243061
(8243471,8266588)(26402060,26449999)(26400000,26450000)	Chr01	26425000	23119	0.154234
(8266589,8289175)(26450000,26499589)(26450000,26500000)	Chr01	26475000	22588	0.117225
(8289176,8303925)(26501347,26549800)(26500000,26550000)	Chr01	26525000	14751	0.103879
(8303926,8326956)(26550070,26597438)(26550000,26600000)	Chr01	26575000	23032	0.202176
(8326957,8340808)(26602240,26649999)(26600000,26650000)	Chr01	26625000	13853	0.154278
(8340809,8360784)(26650000,26695525)(26650000,26700000)	Chr01	26675000	19977	0.155088
(8360785,8378249)(26705075,26747699)(26700000,26750000)	Chr01	26725000	17466	0.176242
(8378250,8394609)(26750404,26799999)(26750000,26800000)	Chr01	26775000	16361	0.126723
(8394610,8413959)(26800000,26841182)(26800000,26850000)	Chr01	26825000	19351	0.159823
(8413960,8416463)(26850671,26896153)(26850000,26900000)	Chr01	26875000	2505	0.207912
(8416464,8418455)(26904180,26948784)(26900000,26950000)	Chr01	26925000	1993	0.198168
(8418456,8423225)(26962465,26999587)(26950000,27000000)	Chr01	26975000	4771	0.168427
(8423226,8442022)(27011188,27049999)(27000000,27050000)	Chr01	27025000	18798	0.330143
(8442023,8463723)(27050000,27097985)(27050000,27100000)	Chr01	27075000	21702	0.304899
(8463724,8484542)(27101291,27149999)(27100000,27150000)	Chr01	27125000	20820	0.322351
(8484543,8508149)(27150000,27194805)(27150000,27200000)	Chr01	27175000	23608	0.202105
